

Data type: org.panda.causalpath.data.PhosphoProteinData
Row ID	Change amount	P-value	Q-value
Smad4	2.9198783892758655	0.053940246613957216	0.18519484670791977
Akt	-2.8802239162072807	0.056122194758093776	0.1864705180672148
b-Catenin	2.779254998895547	0.062084743354661624	0.1998352676728171
Snail	2.5657979569707696	0.07685782772688485	0.23988958351118606
k-Ras	2.3272396268004565	0.09756469068380162	0.29556362177739903
Notch3	-2.3021861778215356	0.10003989947497485	0.2944031327406403
HER3	-2.234402261792916	0.10705610225445446	0.3062994036724669
TIGAR	-2.214847594044255	0.10917015116187614	0.3039060964776552
Syk	2.1631126143294503	0.11496671649070166	0.31162031048795447
Bcl-xL	2.1591367273972075	0.11542472104025951	0.3048396478755572
Cyclin-D1	-1.993644592444128	0.13619813309523277	0.3507101927202244
GATA3	-1.9552962758677344	0.14152254076856924	0.3555322365649422
ER	1.9166372289373184	0.1471007976427081	0.36074719421902224
p21	-1.907442800204958	0.14845954231155706	0.3556123920486134
ACC1	1.7807076832695912	0.16851884709150733	0.3944873011460285
GSK-3a-b	1.6863983737799708	0.18518529255378258	0.42386855851199123
Caveolin-1	1.6519799196122646	0.19167004141749766	0.42917422317396214
XIAP	1.587509748886264	0.2044340705482569	0.4480150907759673
Rad51	1.5636379439050525	0.20937299681379995	0.4492795556629457
eEF2	-1.532461426335057	0.2160033361377528	0.4540478290242559
Caspase-3-cleaved	1.4873989979952111	0.22595961327653913	0.4654768033496706
TTF1	1.4834832133699174	0.22684615708063527	0.4581402780255967
N-Cadherin	-1.4460788033794947	0.23549189002506887	0.46645508985734796
JNK2	-1.440696777338594	0.23676273028968697	0.46012379660071245
Caspase-9-cleaved	-1.4328321248030254	0.23863212834425374	0.45516868924922477
Chk2	1.3917263798164041	0.24864567700991946	0.46564554058221286
IRS1	-1.379432526928823	0.2517213576289451	0.462987497067524
eEF2K	-1.3634609558727855	0.25577402072747524	0.4621881427180693
Annexin-I	1.327187973995665	0.265222024892682	0.47099773386114213
AMPKa	-1.3037816644938065	0.2715031155114188	0.4739800152148498
Caspase-7-cleaved	1.2405679676240904	0.2892199037393285	0.4964941680858473
DVL3	1.1414439693830938	0.31935754619918444	0.5392430698117376
VEGFR-2	-1.0136740767232282	0.3628832663554875	0.602854458622826
PKCa	0.9546417796750303	0.3849500167772948	0.6293627258422438
Beclin	0.9459044521099348	0.38832818777232236	0.6249656771960813
Mre11	0.8973972069049966	0.407629254798772	0.6459355883734387
XRCC1	0.8921731103635717	0.4097643214203206	0.6394806834286821
alpha-catenin	0.8532494692176472	0.4260283143898471	0.6549390504799142
PCNA	0.8388868691254912	0.4321913412985199	0.6546427669668757
mTOR	0.8315858421926474	0.4353583289846693	0.649882722977115
c-Kit	-0.7903282583570325	0.4536958413845271	0.6675810237515184
Bak	-0.7780482155583317	0.4593015947346506	0.6663107641925212
Tuberin	0.7418030653655322	0.47625442303796306	0.6813084107348638
53BP1	-0.675889401056017	0.5087037776697744	0.7177601246573528
YAP	-0.6691340863642468	0.5121518651181539	0.7128600284752682
Bid	0.6404662891679597	0.5270466106118941	0.7238106785736679
c-Myc	-0.6265168200340067	0.5344501486990691	0.7243205962632121
VASP	-0.5757665690501259	0.5622736819585343	0.7521323278146628
PI3K-p110-a	0.5699450601979775	0.5655565094086794	0.7468246213986408
Rab11	0.550666259553831	0.5765655400833329	0.7517246915010544
Smad1	-0.5483034029961376	0.5779294925280589	0.7440842216298759
p38-MAPK	-0.5228458057379204	0.5928310630965494	0.7538469073943777
PARP1	0.503639669779731	0.6043271009457037	0.7590937975293596
Bim	-0.4565407782156013	0.6334711770425969	0.786114834161295
YB-1	-0.4227409376304268	0.6552483613189035	0.8034593001886554
Claudin-7	0.41831401314787503	0.6581555264842994	0.7975296379750922
c-Met	0.390233091874405	0.6768990764336469	0.8107047078216933
Smac	-0.3296197655789758	0.7191971449584108	0.8514632865599575
PI3K-p85	0.31054370250635005	0.7330482876642839	0.8579997003343323
Collagen-VI	-0.3089968898663762	0.734183053430113	0.8496725225090073
CD31	0.2972513733231413	0.7428572543932812	0.850158857805644
Chk1	0.2552020414363188	0.7747599485340738	0.8769260955935122
AR	0.24517933120925173	0.7825641874755509	0.8761316446737146
C-Raf	0.24167722136770095	0.7853096178114474	0.869751512199775
Bax	-0.23918926234412705	0.7872658684880529	0.862642387811377
Notch1	-0.23016433268990286	0.7944030453869113	0.8613001439458091
P-Cadherin	-0.19426717930014675	0.8234378693218545	0.8834802139599064
ERCC1	-0.18445338115306512	0.8315587053037977	0.8829953262504243
E-Cadherin	0.16573854335390914	0.8472677290112596	0.8904956743689769
HER2	-0.13261208683701523	0.8758047624187666	0.9111908134255854
cIAP	0.1180505008777885	0.888651173817092	0.9153107090316048
AIB1	0.06582973252653124	0.9362902704991789	0.9548306718952022
Patched	0.039145494835420604	0.9616107895642589	0.9710383463246928
Rad50	0.02615830881272167	0.9741808559861133	0.9741808559861134
